decision,simulation,incremental_profit_usd,roi
Arbitraje agresivo,152,-23161.82,-0.2438
Servicios de regulacion,152,-19325.74,-0.6902
Hibrido certificado,152,-147561.21,-1.054
Ventana conservadora,153,39280.82,2.1823
Arbitraje agresivo,153,-44493.06,-0.4683
Servicios de regulacion,153,-20105.59,-0.7181
Hibrido certificado,153,-78682.61,-0.562
Ventana conservadora,154,52023.99,2.8902
Arbitraje agresivo,154,-64128.32,-0.675
Servicios de regulacion,154,-14273.68,-0.5098
Hibrido certificado,154,-148406.66,-1.06
Ventana conservadora,155,47155.39,2.6197
Arbitraje agresivo,155,1367.46,0.0144
Servicios de regulacion,155,-15864.01,-0.5666
Hibrido certificado,155,-99680.74,-0.712
Ventana conservadora,156,43685.93,2.427
Arbitraje agresivo,156,-24117.4,-0.2539
Servicios de regulacion,156,-19005.45,-0.6788
Hibrido certificado,156,-56205.27,-0.4015
Ventana conservadora,157,61848.23,3.436
Arbitraje agresivo,157,-59241.2,-0.6236
Servicios de regulacion,157,-16438.3,-0.5871
Hibrido certificado,157,-136842.64,-0.9774
Ventana conservadora,158,70052.02,3.8918
Arbitraje agresivo,158,-32630.91,-0.3435
Servicios de regulacion,158,-13326.76,-0.476
Hibrido certificado,158,-164192.38,-1.1728
Ventana conservadora,159,58557.99,3.2532
Arbitraje agresivo,159,-6993.31,-0.0736
Servicios de regulacion,159,-13788.79,-0.4925
Hibrido certificado,159,-86114.68,-0.6151
Ventana conservadora,160,65072.95,3.6152
Arbitraje agresivo,160,-56979.63,-0.5998
Servicios de regulacion,160,-15328.51,-0.5474
Hibrido certificado,160,-156528.11,-1.1181
Ventana conservadora,161,69898.75,3.8833
Arbitraje agresivo,161,3599.95,0.0379
Servicios de regulacion,161,-24287.66,-0.8674
Hibrido certificado,161,-124057.82,-0.8861
Ventana conservadora,162,47303.53,2.628
Arbitraje agresivo,162,-42723.67,-0.4497
Servicios de regulacion,162,-34183.45,-1.2208
Hibrido certificado,162,-129062.71,-0.9219
Ventana conservadora,163,64836.03,3.602
Arbitraje agresivo,163,-43306.87,-0.4559
Servicios de regulacion,163,-12672.6,-0.4526
Hibrido certificado,163,-121127.22,-0.8652
Ventana conservadora,164,54320.85,3.0178
Arbitraje agresivo,164,-18833.58,-0.1982
Servicios de regulacion,164,-25178.41,-0.8992
Hibrido certificado,164,-98515.28,-0.7037
Ventana conservadora,165,65779.86,3.6544
Arbitraje agresivo,165,-59856.74,-0.6301
Servicios de regulacion,165,-10347.02,-0.3695
Hibrido certificado,165,-99549.49,-0.7111
Ventana conservadora,166,76608.26,4.256
Arbitraje agresivo,166,-80309.69,-0.8454
Servicios de regulacion,166,-20360.73,-0.7272
Hibrido certificado,166,-131410.52,-0.9386
Ventana conservadora,167,62986.99,3.4993
Arbitraje agresivo,167,-53153.82,-0.5595
Servicios de regulacion,167,-14416.34,-0.5149
Hibrido certificado,167,-152351.44,-1.0882
Ventana conservadora,168,55548.69,3.086
Arbitraje agresivo,168,-42005.48,-0.4422
Servicios de regulacion,168,-11604.31,-0.4144
Hibrido certificado,168,-148834.45,-1.0631
Ventana conservadora,169,61290.1,3.405
Arbitraje agresivo,169,-52457.42,-0.5522
Servicios de regulacion,169,-11800.04,-0.4214
Hibrido certificado,169,-122218.66,-0.873
Ventana conservadora,170,40137.28,2.2298
Arbitraje agresivo,170,-73901.95,-0.7779
Servicios de regulacion,170,-20625.28,-0.7366
Hibrido certificado,170,-114409.58,-0.8172
Ventana conservadora,171,47933.54,2.663
Arbitraje agresivo,171,24721.28,0.2602
Servicios de regulacion,171,-18004.9,-0.643
Hibrido certificado,171,105997.33,0.7571
Ventana conservadora,172,62193.9,3.4552
Arbitraje agresivo,172,-24725.12,-0.2603
Servicios de regulacion,172,-21472.71,-0.7669
Hibrido certificado,172,-126428.39,-0.9031
Ventana conservadora,173,53234.46,2.9575
Arbitraje agresivo,173,-19130.69,-0.2014
Servicios de regulacion,173,-15462.99,-0.5522
Hibrido certificado,173,-129738.29,-0.9267
Ventana conservadora,174,71679.85,3.9822
Arbitraje agresivo,174,-51344.68,-0.5405
Servicios de regulacion,174,-22981.2,-0.8208
Hibrido certificado,174,-126031.52,-0.9002
Ventana conservadora,175,49646.63,2.7581
Arbitraje agresivo,175,-52867.33,-0.5565
Servicios de regulacion,175,-9125.64,-0.3259
Hibrido certificado,175,-96332.74,-0.6881
Ventana conservadora,176,57350.99,3.1862
Arbitraje agresivo,176,-71453.1,-0.7521
Servicios de regulacion,176,-14775.25,-0.5277
Hibrido certificado,176,-121154.86,-0.8654
Ventana conservadora,177,42235.07,2.3464
Arbitraje agresivo,177,-15831.71,-0.1666
Servicios de regulacion,177,-20665.76,-0.7381
Hibrido certificado,177,353192.4,2.5228
Ventana conservadora,178,47861.48,2.659
Arbitraje agresivo,178,-13358.66,-0.1406
Servicios de regulacion,178,-18649.56,-0.6661
Hibrido certificado,178,-118746.24,-0.8482
Ventana conservadora,179,68153.0,3.7863
Arbitraje agresivo,179,-56965.5,-0.5996
Servicios de regulacion,179,-18941.46,-0.6765
Hibrido certificado,179,-118664.4,-0.8476
Ventana conservadora,180,65777.45,3.6543
Arbitraje agresivo,180,-33909.97,-0.3569
Servicios de regulacion,180,-17205.21,-0.6145
Hibrido certificado,180,-55525.63,-0.3966
Ventana conservadora,181,53610.78,2.9784
Arbitraje agresivo,181,-52160.95,-0.5491
Servicios de regulacion,181,-16909.59,-0.6039
Hibrido certificado,181,-141076.7,-1.0077
Ventana conservadora,182,58605.17,3.2558
Arbitraje agresivo,182,-52791.92,-0.5557
Servicios de regulacion,182,-15940.91,-0.5693
Hibrido certificado,182,-175487.03,-1.2535
Ventana conservadora,183,57629.39,3.2016
Arbitraje agresivo,183,-40300.37,-0.4242
Servicios de regulacion,183,-20606.35,-0.7359
Hibrido certificado,183,-105326.58,-0.7523
Ventana conservadora,184,66527.62,3.696
Arbitraje agresivo,184,-50121.91,-0.5276
Servicios de regulacion,184,-17327.44,-0.6188
Hibrido certificado,184,-174816.15,-1.2487
Ventana conservadora,185,57806.28,3.2115
Arbitraje agresivo,185,-55120.45,-0.5802
Servicios de regulacion,185,-20973.03,-0.749
Hibrido certificado,185,-142984.82,-1.0213
Ventana conservadora,186,54136.56,3.0076
Arbitraje agresivo,186,-48671.84,-0.5123
Servicios de regulacion,186,-20342.81,-0.7265
Hibrido certificado,186,-141727.05,-1.0123
Ventana conservadora,187,49682.37,2.7601
Arbitraje agresivo,187,-52640.92,-0.5541
Servicios de regulacion,187,-21807.77,-0.7788
Hibrido certificado,187,-130087.72,-0.9292
Ventana conservadora,188,66385.51,3.6881
Arbitraje agresivo,188,-56586.39,-0.5956
Servicios de regulacion,188,-14426.27,-0.5152
Hibrido certificado,188,-50360.98,-0.3597
Ventana conservadora,189,60132.57,3.3407
Arbitraje agresivo,189,-21892.18,-0.2304
Servicios de regulacion,189,-22808.42,-0.8146
Hibrido certificado,189,-95199.14,-0.68
Ventana conservadora,190,41411.62,2.3006
Arbitraje agresivo,190,-73521.71,-0.7739
Servicios de regulacion,190,-20219.65,-0.7221
Hibrido certificado,190,-158552.1,-1.1325
Ventana conservadora,191,49910.4,2.7728
Arbitraje agresivo,191,-31124.32,-0.3276
Servicios de regulacion,191,-17211.14,-0.6147
Hibrido certificado,191,-106356.51,-0.7597
Ventana conservadora,192,47662.69,2.6479
Arbitraje agresivo,192,-73817.27,-0.777
Servicios de regulacion,192,-24093.96,-0.8605
Hibrido certificado,192,-59832.13,-0.4274
Ventana conservadora,193,49498.95,2.7499
Arbitraje agresivo,193,-65472.66,-0.6892
Servicios de regulacion,193,-22401.49,-0.8001
Hibrido certificado,193,-66276.81,-0.4734
Ventana conservadora,194,62637.93,3.4799
Arbitraje agresivo,194,-55914.47,-0.5886
Servicios de regulacion,194,-19065.51,-0.6809
Hibrido certificado,194,-163247.27,-1.1661
Ventana conservadora,195,49709.36,2.7616
Arbitraje agresivo,195,-1378.58,-0.0145
Servicios de regulacion,195,-23130.11,-0.8261
Hibrido certificado,195,-128750.46,-0.9196
Ventana conservadora,196,53797.86,2.9888
Arbitraje agresivo,196,-717.12,-0.0075
Servicios de regulacion,196,-25333.05,-0.9048
Hibrido certificado,196,-141806.04,-1.0129
Ventana conservadora,197,63750.87,3.5417
Arbitraje agresivo,197,-12801.33,-0.1348
Servicios de regulacion,197,-12538.7,-0.4478
Hibrido certificado,197,-124730.11,-0.8909
Ventana conservadora,198,62361.48,3.4645
Arbitraje agresivo,198,-75596.8,-0.7958
Servicios de regulacion,198,-10421.33,-0.3722
Hibrido certificado,198,-147880.54,-1.0563
Ventana conservadora,199,60393.62,3.3552
Arbitraje agresivo,199,-30099.5,-0.3168
Servicios de regulacion,199,-22915.92,-0.8184
Hibrido certificado,199,-135553.46,-0.9682
Ventana conservadora,200,56530.85,3.1406
Arbitraje agresivo,200,-67293.46,-0.7084
Servicios de regulacion,200,-11957.23,-0.427
Hibrido certificado,200,-90315.4,-0.6451
Ventana conservadora,201,59577.81,3.3099
Arbitraje agresivo,201,-78207.01,-0.8232
Servicios de regulacion,201,-16121.98,-0.5758
Hibrido certificado,201,-173510.22,-1.2394
Ventana conservadora,202,54604.46,3.0336
Arbitraje agresivo,202,-62881.53,-0.6619
Servicios de regulacion,202,-11495.66,-0.4106
Hibrido certificado,202,-161367.85,-1.1526
Ventana conservadora,203,61247.17,3.4026
Arbitraje agresivo,203,-47082.78,-0.4956
Servicios de regulacion,203,-18871.95,-0.674
Hibrido certificado,203,-7118.01,-0.0508
Ventana conservadora,204,50549.43,2.8083
Arbitraje agresivo,204,-42814.51,-0.4507
Servicios de regulacion,204,-19132.61,-0.6833
Hibrido certificado,204,-151141.51,-1.0796
Ventana conservadora,205,68896.93,3.8276
Arbitraje agresivo,205,-45086.94,-0.4746
Servicios de regulacion,205,-23265.25,-0.8309
Hibrido certificado,205,-136156.21,-0.9725
Ventana conservadora,206,59525.61,3.307
Arbitraje agresivo,206,-19238.29,-0.2025
Servicios de regulacion,206,-14546.43,-0.5195
Hibrido certificado,206,-148730.16,-1.0624
Ventana conservadora,207,43843.0,2.4357
Arbitraje agresivo,207,1894.61,0.0199
Servicios de regulacion,207,-12962.24,-0.4629
Hibrido certificado,207,-147745.35,-1.0553
Ventana conservadora,208,64574.4,3.5875
Arbitraje agresivo,208,-19418.51,-0.2044
Servicios de regulacion,208,-26559.15,-0.9485
Hibrido certificado,208,-104780.25,-0.7484
Ventana conservadora,209,53669.12,2.9816
Arbitraje agresivo,209,23700.5,0.2495
Servicios de regulacion,209,-19725.39,-0.7045
Hibrido certificado,209,-140088.98,-1.0006
Ventana conservadora,210,53212.44,2.9562
Arbitraje agresivo,210,-32664.49,-0.3438
Servicios de regulacion,210,-8836.81,-0.3156
Hibrido certificado,210,-148856.81,-1.0633
Ventana conservadora,211,59228.41,3.2905
Arbitraje agresivo,211,-46296.51,-0.4873
Servicios de regulacion,211,-18960.89,-0.6772
Hibrido certificado,211,-159918.85,-1.1423
Ventana conservadora,212,73314.6,4.073
Arbitraje agresivo,212,-56977.35,-0.5998
Servicios de regulacion,212,-19997.98,-0.7142
Hibrido certificado,212,-86880.22,-0.6206
Ventana conservadora,213,67584.61,3.7547
Arbitraje agresivo,213,10642.38,0.112
Servicios de regulacion,213,-17643.34,-0.6301
Hibrido certificado,213,-123573.48,-0.8827
Ventana conservadora,214,65014.45,3.6119
Arbitraje agresivo,214,-80744.56,-0.8499
Servicios de regulacion,214,-14500.6,-0.5179
Hibrido certificado,214,-58723.63,-0.4195
Ventana conservadora,215,47234.94,2.6242
Arbitraje agresivo,215,16595.57,0.1747
Servicios de regulacion,215,-19689.42,-0.7032
Hibrido certificado,215,-140078.49,-1.0006
Ventana conservadora,216,47867.99,2.6593
Arbitraje agresivo,216,-40479.83,-0.4261
Servicios de regulacion,216,-22838.31,-0.8157
Hibrido certificado,216,-128231.18,-0.9159
Ventana conservadora,217,73440.71,4.08
Arbitraje agresivo,217,-43264.04,-0.4554
Servicios de regulacion,217,-26604.2,-0.9501
Hibrido certificado,217,-172332.41,-1.2309
Ventana conservadora,218,51169.49,2.8427
Arbitraje agresivo,218,-26123.27,-0.275
Servicios de regulacion,218,-20537.26,-0.7335
Hibrido certificado,218,-138674.38,-0.9905
Ventana conservadora,219,67422.62,3.7457
Arbitraje agresivo,219,-14120.17,-0.1486
Servicios de regulacion,219,-21769.86,-0.7775
Hibrido certificado,219,-61319.56,-0.438
Ventana conservadora,220,55512.16,3.084
Arbitraje agresivo,220,-56803.71,-0.5979
Servicios de regulacion,220,-22720.48,-0.8114
Hibrido certificado,220,-103704.79,-0.7407
Ventana conservadora,221,65660.64,3.6478
Arbitraje agresivo,221,-35376.58,-0.3724
Servicios de regulacion,221,-19996.25,-0.7142
Hibrido certificado,221,-138434.57,-0.9888
Ventana conservadora,222,55719.06,3.0955
Arbitraje agresivo,222,-11376.99,-0.1198
Servicios de regulacion,222,-19820.52,-0.7079
Hibrido certificado,222,-108297.89,-0.7736
Ventana conservadora,223,66713.95,3.7063
Arbitraje agresivo,223,10390.95,0.1094
Servicios de regulacion,223,-22976.96,-0.8206
Hibrido certificado,223,-103347.86,-0.7382
Ventana conservadora,224,48166.3,2.6759
Arbitraje agresivo,224,-66495.63,-0.7
Servicios de regulacion,224,-14027.23,-0.501
Hibrido certificado,224,-140091.42,-1.0007
Ventana conservadora,225,64165.45,3.5647
Arbitraje agresivo,225,-83151.21,-0.8753
Servicios de regulacion,225,-18250.92,-0.6518
Hibrido certificado,225,-136934.05,-0.9781
Ventana conservadora,226,63526.54,3.5293
Arbitraje agresivo,226,7265.14,0.0765
Servicios de regulacion,226,-13934.77,-0.4977
Hibrido certificado,226,-148542.59,-1.061
Ventana conservadora,227,67086.44,3.727
Arbitraje agresivo,227,-34217.77,-0.3602
Servicios de regulacion,227,-10966.99,-0.3917
Hibrido certificado,227,-150584.32,-1.0756
Ventana conservadora,228,65230.62,3.6239
Arbitraje agresivo,228,-77514.65,-0.8159
Servicios de regulacion,228,-12769.37,-0.456
Hibrido certificado,228,-125303.45,-0.895
Ventana conservadora,229,74409.9,4.1339
Arbitraje agresivo,229,-27539.65,-0.2899
Servicios de regulacion,229,-20997.9,-0.7499
Hibrido certificado,229,-119608.52,-0.8543
Ventana conservadora,230,61635.37,3.4242
Arbitraje agresivo,230,-73240.04,-0.7709
Servicios de regulacion,230,-14309.66,-0.5111
Hibrido certificado,230,-95117.5,-0.6794
Ventana conservadora,231,71369.69,3.965
Arbitraje agresivo,231,-52219.14,-0.5497
Servicios de regulacion,231,-12752.08,-0.4554
Hibrido certificado,231,-149988.18,-1.0713
Ventana conservadora,232,69052.65,3.8363
Arbitraje agresivo,232,-55712.5,-0.5864
Servicios de regulacion,232,-22142.39,-0.7908
Hibrido certificado,232,-138587.83,-0.9899
Ventana conservadora,233,61319.7,3.4066
Arbitraje agresivo,233,-41677.08,-0.4387
Servicios de regulacion,233,-15108.94,-0.5396
Hibrido certificado,233,-121583.82,-0.8685
Ventana conservadora,234,69288.86,3.8494
Arbitraje agresivo,234,11832.28,0.1246
Servicios de regulacion,234,-20488.34,-0.7317
Hibrido certificado,234,-158671.5,-1.1334
Ventana conservadora,235,60968.22,3.3871
Arbitraje agresivo,235,-37920.38,-0.3992
Servicios de regulacion,235,-15353.53,-0.5483
Hibrido certificado,235,-133223.01,-0.9516
Ventana conservadora,236,67724.52,3.7625
Arbitraje agresivo,236,-23100.19,-0.2432
Servicios de regulacion,236,-7533.53,-0.2691
Hibrido certificado,236,-130447.16,-0.9318
Ventana conservadora,237,59741.77,3.319
Arbitraje agresivo,237,-87574.83,-0.9218
Servicios de regulacion,237,-17828.29,-0.6367
Hibrido certificado,237,-128389.35,-0.9171
Ventana conservadora,238,72394.23,4.0219
Arbitraje agresivo,238,-40815.99,-0.4296
Servicios de regulacion,238,-16632.32,-0.594
Hibrido certificado,238,-122579.43,-0.8756
Ventana conservadora,239,51485.15,2.8603
Arbitraje agresivo,239,-41987.6,-0.442
Servicios de regulacion,239,-15208.07,-0.5431
Hibrido certificado,239,-128342.9,-0.9167
Ventana conservadora,240,57516.86,3.1954
Arbitraje agresivo,240,-46038.69,-0.4846
Servicios de regulacion,240,-26882.04,-0.9601
Hibrido certificado,240,-131938.97,-0.9424
Ventana conservadora,241,60436.69,3.3576
Arbitraje agresivo,241,-74593.5,-0.7852
Servicios de regulacion,241,-19009.05,-0.6789
Hibrido certificado,241,-87824.01,-0.6273
Ventana conservadora,242,49414.36,2.7452
Arbitraje agresivo,242,-43622.73,-0.4592
Servicios de regulacion,242,-7637.08,-0.2728
Hibrido certificado,242,-26407.92,-0.1886
Ventana conservadora,243,51873.01,2.8818
Arbitraje agresivo,243,-25028.16,-0.2635
Servicios de regulacion,243,-14406.99,-0.5145
Hibrido certificado,243,-107539.85,-0.7681
Ventana conservadora,244,76242.37,4.2357
Arbitraje agresivo,244,-53387.7,-0.562
Servicios de regulacion,244,-21273.4,-0.7598
Hibrido certificado,244,-147230.16,-1.0516
Ventana conservadora,245,67333.81,3.7408
Arbitraje agresivo,245,-19142.78,-0.2015
Servicios de regulacion,245,-24770.14,-0.8846
Hibrido certificado,245,-108111.33,-0.7722
Ventana conservadora,246,55936.9,3.1076
Arbitraje agresivo,246,-60805.85,-0.6401
Servicios de regulacion,246,-17706.79,-0.6324
Hibrido certificado,246,-126532.6,-0.9038
Ventana conservadora,247,52676.21,2.9265
Arbitraje agresivo,247,13114.51,0.138
Servicios de regulacion,247,-13743.08,-0.4908
Hibrido certificado,247,-131041.0,-0.936
Ventana conservadora,248,58624.13,3.2569
Arbitraje agresivo,248,-64791.93,-0.682
Servicios de regulacion,248,-12126.12,-0.4331
Hibrido certificado,248,-134090.79,-0.9578
Ventana conservadora,249,56055.98,3.1142
Arbitraje agresivo,249,-12432.93,-0.1309
Servicios de regulacion,249,-9878.82,-0.3528
Hibrido certificado,249,-144617.13,-1.033
Ventana conservadora,250,67648.26,3.7582
Arbitraje agresivo,250,-35908.93,-0.378
Servicios de regulacion,250,-26847.4,-0.9588
Hibrido certificado,250,-5892.92,-0.0421
Ventana conservadora,251,68969.45,3.8316
Arbitraje agresivo,251,-60189.98,-0.6336
Servicios de regulacion,251,-18143.7,-0.648
Hibrido certificado,251,-153580.31,-1.097
Ventana conservadora,252,42213.97,2.3452
Arbitraje agresivo,252,-41107.1,-0.4327
Servicios de regulacion,252,-25215.02,-0.9005
Hibrido certificado,252,-130423.74,-0.9316
Ventana conservadora,253,65138.76,3.6188
Arbitraje agresivo,253,-23663.04,-0.2491
Servicios de regulacion,253,-18823.5,-0.6723
Hibrido certificado,253,-131499.07,-0.9393
Ventana conservadora,254,58147.32,3.2304
Arbitraje agresivo,254,-34343.28,-0.3615
Servicios de regulacion,254,-21387.1,-0.7638
Hibrido certificado,254,-59396.23,-0.4243
Ventana conservadora,255,48339.72,2.6855
Arbitraje agresivo,255,-31517.38,-0.3318
Servicios de regulacion,255,-21407.31,-0.7645
Hibrido certificado,255,79341.71,0.5667
Ventana conservadora,256,48602.29,2.7001
Arbitraje agresivo,256,-35643.31,-0.3752
Servicios de regulacion,256,-21136.73,-0.7549
Hibrido certificado,256,-128181.91,-0.9156
Ventana conservadora,257,70545.63,3.9192
Arbitraje agresivo,257,-35443.96,-0.3731
Servicios de regulacion,257,-20796.13,-0.7427
Hibrido certificado,257,-149959.15,-1.0711
Ventana conservadora,258,65013.24,3.6118
Arbitraje agresivo,258,-91003.18,-0.9579
Servicios de regulacion,258,-20126.1,-0.7188
Hibrido certificado,258,-147542.5,-1.0539
Ventana conservadora,259,47189.64,2.6216
Arbitraje agresivo,259,-23501.5,-0.2474
Servicios de regulacion,259,-11611.61,-0.4147
Hibrido certificado,259,-170173.25,-1.2155
Ventana conservadora,260,74186.24,4.1215
Arbitraje agresivo,260,-43845.26,-0.4615
Servicios de regulacion,260,-5605.36,-0.2002
Hibrido certificado,260,-97070.49,-0.6934
Ventana conservadora,261,75239.63,4.18
Arbitraje agresivo,261,21145.49,0.2226
Servicios de regulacion,261,-24518.97,-0.8757
Hibrido certificado,261,-83518.78,-0.5966
Ventana conservadora,262,66107.68,3.6726
Arbitraje agresivo,262,-78200.8,-0.8232
Servicios de regulacion,262,-25485.08,-0.9102
Hibrido certificado,262,-165318.04,-1.1808
Ventana conservadora,263,42164.12,2.3425
Arbitraje agresivo,263,31857.75,0.3353
Servicios de regulacion,263,-19157.65,-0.6842
Hibrido certificado,263,111805.73,0.7986
Ventana conservadora,264,64945.97,3.6081
Arbitraje agresivo,264,-41994.91,-0.4421
Servicios de regulacion,264,-23558.49,-0.8414
Hibrido certificado,264,-116088.86,-0.8292
Ventana conservadora,265,67819.59,3.7678
Arbitraje agresivo,265,-30331.88,-0.3193
Servicios de regulacion,265,-17234.51,-0.6155
Hibrido certificado,265,-143089.95,-1.0221
Ventana conservadora,266,51312.22,2.8507
Arbitraje agresivo,266,-4547.11,-0.0479
Servicios de regulacion,266,1418.16,0.0506
Hibrido certificado,266,-76039.24,-0.5431
Ventana conservadora,267,45347.34,2.5193
Arbitraje agresivo,267,-59304.23,-0.6243
Servicios de regulacion,267,-18501.86,-0.6608
Hibrido certificado,267,-113081.38,-0.8077
Ventana conservadora,268,60026.15,3.3348
Arbitraje agresivo,268,4570.3,0.0481
Servicios de regulacion,268,-14269.04,-0.5096
Hibrido certificado,268,-169768.44,-1.2126
